Map,Call Time,Dispatch Time,Incident Desc,Disposition,Event Number,Location,Priority,Case,Date
,03/25/2025 09:32:44 PM,03/25/2025 09:47:02 PM,Shot(s) Fired,PATROL CHECK,25077528,"796 W 13TH AVE, EUG",3,,03/25/2025
,03/25/2025 09:32:05 PM,03/25/2025 10:12:14 PM,Dispute,GONE ON ARRIVAL,25077525,"E CHESHIRE AVE/HIGH ST, EUG",3,,03/25/2025
,03/25/2025 09:23:48 PM,03/25/2025 10:21:22 PM,Traffic Hazard,RESOLVED,25077521,"W 18TH AVE/CHARNELTON ST, EUG",3,,03/25/2025
,03/25/2025 09:18:32 PM,03/25/2025 09:20:12 PM,Dispute,GONE ON ARRIVAL,25077514,"2525 WILLAKENZIE RD, EUG",3,,03/25/2025
,03/25/2025 09:11:48 PM,,Criminal Mischief,,25077738,"3570 W 11TH AVE, EUG",P,2504827,03/25/2025
,03/25/2025 08:35:33 PM,03/26/2025 12:43:40 AM,Assault,ADVISED,25077470,"1071 FAIRFIELD AVE, EUG",4,,03/25/2025
,03/25/2025 08:11:52 PM,03/25/2025 08:47:25 PM,Shoplifter(s),ARREST,25077453,"5 OAKWAY CENTER, EUG",3,2504817,03/25/2025
,03/25/2025 08:08:52 PM,03/25/2025 08:24:25 PM,Dispute,REPORT TAKEN,25077451,"3008 WILLAMETTE ST, EUG",9,2504816,03/25/2025
,03/25/2025 08:05:03 PM,03/25/2025 08:05:03 PM,Traffic Stop,PATROL CHECK,25077447,"HWY 99N/ROOSEVELT BLVD, EUG",6,,03/25/2025
,03/25/2025 08:02:29 PM,03/25/2025 08:42:56 PM,Disorderly Juvenile(s),PATROL CHECK,25077443,"2 SKINNERS BUTTE LP, EUG",3,,03/25/2025
,03/25/2025 07:56:09 PM,03/26/2025 01:46:29 AM,Dispute,WELFARE CHECK DONE,25077437,"514 HUNSAKER LN, EUG",4,,03/25/2025
,03/25/2025 07:54:33 PM,03/25/2025 07:57:45 PM,Suspicious Condition(s),UNABLE TO LOCATE,25077436,"1380 TANEY ST, EUG",3,,03/25/2025
,03/25/2025 07:44:47 PM,03/25/2025 09:45:38 PM,Assist Outside Agency,UNABLE TO LOCATE,25077427,"652 W 10TH AVE, EUG",4,,03/25/2025
,03/25/2025 07:31:59 PM,,Theft,REPORT TAKEN,25077418,"922 GARFIELD ST, EUG",P,2504814,03/25/2025
,03/25/2025 07:30:38 PM,03/25/2025 07:35:03 PM,Illegal Motorcycle(s),INFORMATION ONLY,25077413,"1372-BLK ZINFANDEL LN, EUG",3,,03/25/2025
,03/25/2025 07:22:52 PM,,Theft ID,REPORT TAKEN,25077408,"1540 EYRIE LN, EUG",P,2504813,03/25/2025
,03/25/2025 07:20:25 PM,03/25/2025 07:55:56 PM,Disorderly Subject,PATROL CHECK,25077406,"2 SKINNERS BUTTE LP, EUG",3,,03/25/2025
,03/25/2025 06:51:50 PM,03/25/2025 07:39:30 PM,Disorderly Subject,GONE ON ARRIVAL,25077383,"HIGH ALY/E 15TH AVE, EUG",3,,03/25/2025
,03/25/2025 06:51:20 PM,03/25/2025 07:55:47 PM,Criminal Trespass,RESOLVED,25077382,"1186 FERRY ST, EUG",4,,03/25/2025
,03/25/2025 06:48:28 PM,03/26/2025 08:36:56 AM,Criminal Trespass,GONE ON ARRIVAL,25077378,"1621 ONO AVE, EUG",4,,03/25/2025
,03/25/2025 06:47:09 PM,,Theft,REPORT TAKEN,25077380,"755 POLK ST, EUG",P,2504808,03/25/2025
,03/25/2025 06:40:45 PM,03/25/2025 06:44:36 PM,Disorderly Subject,WELFARE CHECK DONE,25077367,"1880 CLEVELAND ST, EUG",3,,03/25/2025
,03/25/2025 06:37:09 PM,03/25/2025 06:39:27 PM,Shoplifter(s),REPORT TAKEN,25077364,"60 DIVISION AVE, EUG",3,2504809,03/25/2025
,03/25/2025 06:35:24 PM,03/25/2025 06:35:25 PM,Location Stolen Vehicle,RETURNED TO OWNER,25077361,"E 18TH AVE/ALDER ALY, EUG",P,,03/25/2025
,03/25/2025 06:33:42 PM,,Theft,REPORT TAKEN,25077358,"1554 OLIVE ST, EUG",P,2504806,03/25/2025
,03/25/2025 06:25:09 PM,03/25/2025 06:29:44 PM,Unattended Child(ren),UNABLE TO LOCATE,25077347,"FERN RIDGE PATH/TERRY ST, EUG",3,,03/25/2025
,03/25/2025 06:18:55 PM,03/25/2025 06:23:05 PM,Unattended Child(ren),WELFARE CHECK DONE,25077337,"BELTLINE/W 11TH AVE, EUG",3,,03/25/2025
,03/25/2025 06:18:50 PM,,Theft by Deception,REPORT TAKEN,25077340,"960 E 20TH AVE, EUG",P,2504805,03/25/2025
,03/25/2025 06:14:18 PM,03/26/2025 12:09:55 AM,Criminal Trespass,GONE ON ARRIVAL,25077330,"110 W BROADWAY, EUG",4,,03/25/2025
,03/25/2025 06:04:00 PM,03/25/2025 06:09:55 PM,Criminal Trespass,GONE ON ARRIVAL,25077318,"1655 ECHO HOLLOW RD, EUG",3,,03/25/2025
,03/25/2025 05:57:52 PM,03/25/2025 06:00:38 PM,Dispute,NON CRIMINAL HOLD,25077311,"973 WASHINGTON ST, EUG",3,2504810,03/25/2025
,03/25/2025 05:55:30 PM,03/25/2025 06:22:36 PM,Found Property,REPORT TAKEN,25077309,"790 BLAIR BLVD, EUG",5,2504812,03/25/2025
,03/25/2025 05:51:24 PM,03/25/2025 05:59:39 PM,Loud Noise,GONE ON ARRIVAL,25077304,"W 8TH AVE/MONROE ST, EUG",5,,03/25/2025
,03/25/2025 05:47:24 PM,03/25/2025 05:53:47 PM,Dispute,REPORT TAKEN,25077301,"MARTIN LUTHER KING JR BLVD/COUNTRY CLUB RD, EUG",3,2504811,03/25/2025
,03/25/2025 05:41:34 PM,03/25/2025 05:53:15 PM,Theft,UNABLE TO LOCATE,25077298,"808 SENECA RD, EUG",3,,03/25/2025
,03/25/2025 05:34:00 PM,03/25/2025 05:34:00 PM,Traffic Stop,WARNING,25077296,"W 18TH AVE/TODD ST, EUG",6,,03/25/2025
,03/25/2025 05:19:32 PM,03/25/2025 05:43:11 PM,Disorderly Subject,RESOLVED,25077286,"3690 GLENWOOD DR, EUG",3,,03/25/2025
,03/25/2025 05:12:54 PM,,Lost Property,REPORT TAKEN,25077279,"3306 KING EDWARDS CT, EUG",P,2504804,03/25/2025
,03/25/2025 05:11:01 PM,03/25/2025 05:36:49 PM,"Alarm, Hold Up",DISREGARD,25077274,"1060 VALLEY RIVER WAY, EUG",3,,03/25/2025
,03/25/2025 05:07:56 PM,03/25/2025 05:16:53 PM,Motor Vehicle No Injury,ASSISTED,25077273,"MARTIN LUTHER KING JR BLVD/LEO HARRIS PKWY, EUG",1,,03/25/2025
,03/25/2025 05:03:21 PM,03/25/2025 05:26:19 PM,Unauthorized Use of Vehicle,REPORT TAKEN,25077268,"E 16TH AVE/HILYARD ST, EUG",6,2504815,03/25/2025
,03/25/2025 05:01:37 PM,,Criminal Mischief,REPORT TAKEN,25077266,"3450 DONALD ST, EUG",P,2504803,03/25/2025
,03/25/2025 04:53:20 PM,03/25/2025 05:26:52 PM,Found Property,ASSISTED,25077254,"RIVER RD/HUNSAKER LN, EUG",4,,03/25/2025
,03/25/2025 04:50:48 PM,03/25/2025 05:13:53 PM,Motor Vehicle Unknown,UNABLE TO LOCATE,25077251,"1440-BLK CHAMBERS ST, EUG",3,,03/25/2025
,03/25/2025 04:33:25 PM,03/25/2025 04:33:25 PM,Assist Outside Agency,ASSISTED,25077232,"300 COUNTRY CLUB RD, EUG",P,,03/25/2025
,03/25/2025 04:31:41 PM,,Theft from Vehicle,REPORT TAKEN,25077229,"728 W 10TH AVE, EUG",P,2504802,03/25/2025
,03/25/2025 04:29:42 PM,03/25/2025 04:29:42 PM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,25077226,"PRAIRIE RD/MAXWELL RD, EUG",6,,03/25/2025
,03/25/2025 04:21:23 PM,03/25/2025 04:21:23 PM,Person Stop,REPORT TAKEN,25077215,"28801 DOUGLAS DR, EUG",6,2504800,03/25/2025
,03/25/2025 04:17:57 PM,03/25/2025 04:17:57 PM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,25077212,"HWY 99N/ROOSEVELT BLVD, EUG",6,,03/25/2025
,03/25/2025 04:15:08 PM,,Theft,REPORT TAKEN,25077211,"293 VALLEY RIVER CENTER, EUG",P,2504799,03/25/2025
,03/25/2025 04:10:01 PM,03/25/2025 04:27:17 PM,Dispute,ADVISED,25077204,"3059 MATT DR, EUG",3,,03/25/2025
,03/25/2025 04:09:39 PM,03/25/2025 04:09:39 PM,Person Stop,ADVISED,25077203,"28801 DOUGLAS DR, EUG",6,,03/25/2025
,03/25/2025 04:09:37 PM,,Suspicious Condition(s),REPORT TAKEN,25077205,"300 COUNTRY CLUB RD, EUG",P,2504798,03/25/2025
,03/25/2025 04:06:58 PM,03/25/2025 04:06:58 PM,Traffic Stop,WARNING,25077199,"W 6TH AVE/GARFIELD ST, EUG",6,,03/25/2025
,03/25/2025 04:03:59 PM,03/25/2025 04:34:36 PM,Animal Complaint,RESOLVED,25077196,"255 HIGH ST, EUG",5,,03/25/2025
,03/25/2025 04:01:44 PM,,Criminal Mischief,REPORT TAKEN,25077194,"4965 NORTH WAY, EUG",P,2504797,03/25/2025
,03/25/2025 03:57:44 PM,03/25/2025 03:57:45 PM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,25077185,"W 6TH AVE/GRANT ST, EUG",6,,03/25/2025
,03/25/2025 03:56:45 PM,03/25/2025 05:46:33 PM,Criminal Trespass,PATROL CHECK,25077184,"1612 ONO AVE, EUG",4,,03/25/2025
,03/25/2025 03:54:11 PM,,Criminal Mischief,REPORT TAKEN,25077182,"765 E 17TH AVE, EUG",P,2504795,03/25/2025
,03/25/2025 03:54:11 PM,03/25/2025 04:07:57 PM,Shot(s) Fired,PATROL CHECK,25077181,"3377-BLK E AMAZON DR, EUG",3,,03/25/2025
,03/25/2025 03:53:36 PM,03/25/2025 04:21:50 PM,Suspicious Subject(s),GONE ON ARRIVAL,25077180,"1414 KINCAID ST, EUG",3,,03/25/2025
,03/25/2025 03:53:18 PM,03/25/2025 04:08:05 PM,Traffic Hazard,FIELD INVESTIGATION,25077179,"E 33RD AVE/HILYARD ST, EUG",3,,03/25/2025
,03/25/2025 03:39:22 PM,03/25/2025 03:53:19 PM,ATL Drunk Driver,GONE ON ARRIVAL,25077162,"HWY 99N CONN/ROOSEVELT BLVD, EUG",3,,03/25/2025
,03/25/2025 03:38:57 PM,03/25/2025 03:49:45 PM,Animal Complaint,RESOLVED,25077160,"1710 E 15TH AVE, EUG",5,2504801,03/25/2025
,03/25/2025 03:30:28 PM,03/25/2025 03:30:28 PM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,25077148,"W 7TH AVE/POLK ST, EUG",6,,03/25/2025
,03/25/2025 03:11:51 PM,03/25/2025 03:22:04 PM,"Hazard, Safety",GONE ON ARRIVAL,25077124,"76 I105 EB, EUG",3,,03/25/2025
,03/25/2025 03:09:06 PM,03/25/2025 03:12:02 PM,Animal Cruelty,INFORMATION ONLY,25077121,"E 12TH AVE/HILYARD ST, EUG",5,,03/25/2025
,03/25/2025 03:08:53 PM,03/25/2025 03:08:54 PM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,25077119,"RIVER RD/FIR LN, EUG",6,,03/25/2025
,03/25/2025 03:08:14 PM,,Theft from Vehicle,REPORT TAKEN,25077118,"1180 WILLAMETTE ST, EUG",P,2504789,03/25/2025
,03/25/2025 02:59:27 PM,03/25/2025 02:59:27 PM,Traffic Stop,WARNING,25077106,"NORTHWEST EXPRESSWAY/CHAMBERS ST, EUG",6,,03/25/2025
,03/25/2025 02:50:54 PM,03/25/2025 02:57:24 PM,Disorderly Subject,REPORT TAKEN,25077099,"FERRY ALY/E 17TH AVE, EUG",3,2504796,03/25/2025
,03/25/2025 02:47:06 PM,03/25/2025 03:10:37 PM,Suspicious Subject(s),PATROL CHECK,25077093,"201 DIVISION AVE, EUG",3,,03/25/2025
,03/25/2025 02:45:00 PM,03/25/2025 02:45:00 PM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,25077090,"700 BELTLINE EB, EUG",6,,03/25/2025
,03/25/2025 02:44:23 PM,,Theft from Vehicle,REPORT TAKEN,25077096,"150 OROYAN AVE, EUG",P,2504788,03/25/2025
,03/25/2025 02:42:00 PM,03/25/2025 03:00:48 PM,Criminal Trespass,ADVISED,25077087,"190 HWY 99N, EUG",4,,03/25/2025
,03/25/2025 02:40:59 PM,03/25/2025 02:40:59 PM,Motor Vehicle Unknown,ASSISTED,25077086,"PARK AVE/NORTHWEST EXPRESSWAY, EUG",1,,03/25/2025
,03/25/2025 02:31:25 PM,03/25/2025 02:31:25 PM,Criminal Trespass,CITED IN LIEU OF CUSTODY,25077077,"N DANEBO AVE/CLOUDBURST WAY, EUG",P,2504787,03/25/2025
,03/25/2025 02:30:16 PM,03/25/2025 02:30:16 PM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,25077074,"524 BELTLINE EB, EUG",6,,03/25/2025
,03/25/2025 02:29:55 PM,,Theft,REPORT TAKEN,25077075,"384 W 13TH AVE, EUG",P,2504786,03/25/2025
,03/25/2025 02:23:40 PM,03/25/2025 02:32:00 PM,Shoplifter(s),ARREST,25077067,"705 SENECA RD, EUG",3,2504791,03/25/2025
,03/25/2025 02:20:37 PM,03/25/2025 02:20:37 PM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,25077063,"433 BELTLINE WB, EUG",6,,03/25/2025
,03/25/2025 02:19:43 PM,03/25/2025 02:19:43 PM,Traffic Stop,ADVISED,25077061,"FERRY ST/E 13TH AVE, EUG",6,,03/25/2025
,03/25/2025 02:17:17 PM,03/25/2025 02:19:00 PM,Dispute,FIELD INVESTIGATION,25077059,"W 6TH AVE/GARFIELD ST, EUG",3,,03/25/2025
,03/25/2025 02:11:20 PM,,Theft ID,REPORT TAKEN,25077056,"491 W 8TH AVE, EUG",P,2504783,03/25/2025
,03/25/2025 02:09:35 PM,03/25/2025 02:09:35 PM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,25077055,"564 BELTLINE WB, EUG",6,,03/25/2025
,03/25/2025 01:58:59 PM,03/25/2025 02:26:14 PM,Animal Cruelty,GONE ON ARRIVAL,25077043,"1790 CHARNELTON ST, EUG",3,,03/25/2025
,03/25/2025 01:57:36 PM,03/25/2025 02:00:18 PM,Reckless Driving,GONE ON ARRIVAL,25077041,"PEARL ST/E 6TH AVE, EUG",3,,03/25/2025
,03/25/2025 01:56:36 PM,03/25/2025 01:56:36 PM,Disabled Vehicle(s),ASSISTED,25077039,"E 13TH AVE/HILYARD ST, EUG",P,,03/25/2025
,03/25/2025 01:54:31 PM,03/25/2025 01:54:31 PM,Traffic Stop,WARNING,25077035,"433 BELTLINE WB, EUG",6,,03/25/2025
,03/25/2025 01:50:16 PM,03/25/2025 01:50:16 PM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,25077030,"HWY 99N/ROOSEVELT BLVD, EUG",6,,03/25/2025
,03/25/2025 01:49:35 PM,03/25/2025 01:56:03 PM,Unauthorized Use of Vehicle,REPORT TAKEN,25077027,"980 GARFIELD ST, EUG",3,2504782,03/25/2025
,03/25/2025 01:49:06 PM,,Theft from Vehicle,REPORT TAKEN,25077028,"491 W 8TH AVE, EUG",P,2504780,03/25/2025
,03/25/2025 01:47:15 PM,03/25/2025 01:52:35 PM,Theft,REPORT TAKEN,25077026,"2847 CHAD DR, EUG",3,2504785,03/25/2025
,03/25/2025 01:36:47 PM,03/25/2025 01:36:48 PM,Traffic Stop,ADVISED,25077018,"RIVER RD/RIVER AVE, EUG",6,,03/25/2025
,03/25/2025 01:36:04 PM,,Suspicious Condition(s),REPORT TAKEN,25077019,"200 N MONROE ST, EUG",P,2504778,03/25/2025
,03/25/2025 01:29:02 PM,03/25/2025 01:29:02 PM,Traffic Stop,WARNING,25077012,"W 5TH AVE/S BERTELSEN RD, EUG",6,,03/25/2025
,03/25/2025 01:19:46 PM,,Criminal Mischief,REPORT TAKEN,25077006,"1675 COBURG RD, EUG",P,2504776,03/25/2025
,03/25/2025 01:19:32 PM,03/25/2025 01:23:42 PM,Traffic Hazard,PATROL CHECK,25077003,"218 I105 WB, EUG",3,,03/25/2025
,03/25/2025 01:10:26 PM,03/25/2025 01:23:16 PM,Shot(s) Fired,UNABLE TO LOCATE,25076996,"1530 DOLA ST, EUG",3,,03/25/2025
,03/25/2025 01:06:08 PM,,Criminal Mischief,REPORT TAKEN,25076995,"800 WILLAMETTE ST, EUG",P,2504775,03/25/2025
,03/25/2025 01:01:08 PM,03/25/2025 01:11:13 PM,Dispute,WELFARE CHECK DONE,25076993,"150 SANTA CLARA AVE, EUG",3,,03/25/2025
,03/25/2025 12:58:26 PM,03/25/2025 01:02:18 PM,Dispute,REPORT TAKEN,25076992,"2150 W 24TH AVE, EUG",3,2504784,03/25/2025
,03/25/2025 12:58:16 PM,03/25/2025 01:01:27 PM,Suspicious Condition(s),GONE ON ARRIVAL,25076991,"E 21ST AVE/ALDER ST, EUG",3,,03/25/2025
,03/25/2025 12:51:14 PM,03/25/2025 12:51:14 PM,Illegal Camping,CITED IN LIEU OF CUSTODY,25076987,"100-BLK DIVISION AVE, EUG",P,2504774,03/25/2025
,03/25/2025 12:49:31 PM,03/25/2025 12:59:23 PM,Suspicious Vehicle(s),RESOLVED,25076984,"W BROADWAY/OLIVE ST, EUG",3,,03/25/2025
,03/25/2025 12:46:33 PM,03/25/2025 02:41:01 PM,Criminal Trespass,ADVISED,25076983,"2160 W 11TH AVE, EUG",4,,03/25/2025
,03/25/2025 12:44:21 PM,03/25/2025 12:49:20 PM,Dispute,REPORT TAKEN,25076982,"1445 W 6TH AVE, EUG",4,2504779,03/25/2025
,03/25/2025 12:44:06 PM,03/25/2025 01:03:25 PM,Injured Animal(s),GONE ON ARRIVAL,25076980,"2500-BLK W 14TH AVE, EUG",5,,03/25/2025
,03/25/2025 12:43:08 PM,03/25/2025 12:43:09 PM,Assist Outside Agency,ARREST,25076979,"2 SKINNERS BUTTE LP, EUG",P,2504773,03/25/2025
,03/25/2025 12:32:13 PM,03/25/2025 12:37:56 PM,Found Animal(s),REPORT TAKEN,25076968,"BARGER DR/CUBIT ST, EUG",5,2504777,03/25/2025
,03/25/2025 12:23:34 PM,03/25/2025 12:30:40 PM,Hit & Run,ASSISTED,25076959,"2483 NOAH ST, EUG",3,,03/25/2025
,03/25/2025 12:16:13 PM,03/25/2025 01:57:56 PM,Illegal Burning,GONE ON ARRIVAL,25076952,"POPLAR ST/WILKES DR, EUG",5,,03/25/2025
,03/25/2025 12:09:30 PM,03/25/2025 12:13:21 PM,Criminal Trespass,ADVISED,25076947,"2025 RIVER RD, EUG",4,,03/25/2025
,03/25/2025 12:06:57 PM,03/25/2025 12:06:57 PM,Traffic Stop,WARNING,25076944,"W 2ND AVE/VAN BUREN ST, EUG",6,,03/25/2025
,03/25/2025 11:53:14 AM,03/25/2025 11:58:43 AM,Criminal Trespass,RESOLVED,25076928,"3690 GLENWOOD DR, EUG",3,,03/25/2025
,03/25/2025 11:48:56 AM,,Theft from Vehicle,REPORT TAKEN,25076937,"384 W 13TH AVE, EUG",P,2504772,03/25/2025
,03/25/2025 11:22:27 AM,03/25/2025 11:28:29 AM,Criminal Trespass,DISREGARD,25076906,"358 W 8TH AVE, EUG",4,,03/25/2025
,03/25/2025 11:14:48 AM,03/25/2025 11:14:49 AM,Illegal Camping,PATROL CHECK,25076899,"W 5TH AVE/ALMADEN ST, EUG",P,,03/25/2025
,03/25/2025 11:06:35 AM,03/25/2025 11:15:29 AM,"Dispute, Family",REPORT TAKEN,25076894,"4708 JESSEN DR, EUG",3,2504771,03/25/2025
,03/25/2025 11:03:58 AM,03/25/2025 11:34:20 AM,Criminal Trespass,ADVISED,25076891,"995 W 7TH AVE, EUG",4,,03/25/2025
,03/25/2025 11:03:23 AM,03/25/2025 11:03:24 AM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,25076890,"WASHINGTON ST/W 1ST AVE, EUG",6,,03/25/2025
,03/25/2025 11:02:16 AM,03/25/2025 11:02:16 AM,Traffic Stop,SOBRIETY CHECK,25076889,"COBURG RD/HARLOW RD, EUG",6,,03/25/2025
,03/25/2025 11:01:41 AM,03/25/2025 11:01:41 AM,Assist Public Works,PATROL CHECK,25076888,"HAYES ST/W 15TH AVE, EUG",P,,03/25/2025
,03/25/2025 10:45:36 AM,03/25/2025 10:45:36 AM,Illegal Camping,FIELD INVESTIGATION,25076871,"W 13TH AVE/ARTHUR ST, EUG",P,,03/25/2025
,03/25/2025 10:34:43 AM,03/25/2025 10:39:37 AM,Traffic Hazard,GONE ON ARRIVAL,25076861,"I105 EB ONRP/W 6TH AVE, EUG",3,,03/25/2025
,03/25/2025 10:28:11 AM,03/25/2025 10:28:11 AM,Illegal Camping,RESOLVED,25076854,"768 MADISON ST, EUG",P,,03/25/2025
,03/25/2025 10:27:31 AM,03/25/2025 10:27:31 AM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,25076853,"DELTA NB CONN/BELTLINE EB, EUG",6,,03/25/2025
,03/25/2025 10:22:52 AM,03/25/2025 10:25:09 AM,Traffic Hazard,ADVISED,25076847,"HWY 99N/ROOSEVELT BLVD, EUG",3,,03/25/2025
,03/25/2025 10:21:31 AM,03/25/2025 10:38:24 AM,Burglary,REPORT TAKEN,25076845,"3210 W 11TH AVE, EUG",5,2504769,03/25/2025
,03/25/2025 10:18:02 AM,03/25/2025 10:18:02 AM,Criminal Trespass,ADVISED,25076837,"30 E BROADWAY, EUG",P,,03/25/2025
,03/25/2025 10:14:26 AM,03/25/2025 10:35:04 AM,Criminal Trespass,GONE ON ARRIVAL,25076834,"1144 CHARNELTON ST, EUG",4,,03/25/2025
,03/25/2025 10:14:09 AM,03/25/2025 10:14:10 AM,Traffic Stop,FIELD INVESTIGATION,25076833,"218 I105 WB, EUG",6,,03/25/2025
,03/25/2025 10:11:46 AM,03/25/2025 10:11:46 AM,Traffic Stop,FIELD INVESTIGATION,25076830,"COUNTRY CLUB RD/SOUTHWOOD LN, EUG",6,,03/25/2025
,03/25/2025 10:03:05 AM,03/25/2025 10:05:10 AM,Unattended Child(ren),REPORT TAKEN,25076826,"JACKSON ST/W BROADWAY, EUG",3,2504767,03/25/2025
,03/25/2025 10:02:40 AM,03/25/2025 10:02:40 AM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,25076824,"COBURG RD/I105 WB OFRP, EUG",6,,03/25/2025
,03/25/2025 09:57:54 AM,03/25/2025 09:57:54 AM,Traffic Stop,FIELD INVESTIGATION,25076818,"437 I105 EB, SPR",6,,03/25/2025
,03/25/2025 09:45:44 AM,03/25/2025 09:45:44 AM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,25076811,"325 I105 EB, EUG",6,,03/25/2025
,03/25/2025 09:44:49 AM,03/25/2025 09:44:50 AM,Criminal Trespass,ASSISTED,25076809,"E 11TH AVE/OAK ST, EUG",P,,03/25/2025
,03/25/2025 09:44:37 AM,03/25/2025 09:52:19 AM,Burglary,REPORT TAKEN,25076807,"988 LEGACY LN, EUG",4,2504765,03/25/2025
,03/25/2025 09:44:04 AM,,Shoplifter(s),REPORT TAKEN,25076808,"306 LAWRENCE ST, EUG",P,2504763,03/25/2025
,03/25/2025 09:39:17 AM,03/25/2025 09:39:17 AM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,25076804,"19276 I5 SB, EUG",6,,03/25/2025
,03/25/2025 09:37:12 AM,03/25/2025 09:44:12 AM,Dog(s) at Large,UNABLE TO LOCATE,25076803,"907-BLK WOODHILL DR, EUG",5,,03/25/2025
,03/25/2025 09:31:58 AM,03/25/2025 09:46:56 AM,Criminal Trespass,ARREST,25076800,"1522 W 6TH AVE, EUG",3,2504764,03/25/2025
,03/25/2025 09:31:05 AM,,Theft from Vehicle,REPORT TAKEN,25076799,"150 OROYAN AVE, EUG",P,2504761,03/25/2025
,03/25/2025 09:30:05 AM,03/25/2025 09:30:05 AM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,25076797,"55 COBURG RD, EUG",6,,03/25/2025
,03/25/2025 09:29:52 AM,03/25/2025 09:34:50 AM,Disorderly Subject,ARREST,25076796,"OAK ST/E 7TH AVE, EUG",3,2504766,03/25/2025
,03/25/2025 09:24:16 AM,03/25/2025 09:24:17 AM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,25076793,"N SENECA RD/ROOSEVELT BLVD, EUG",6,,03/25/2025
,03/25/2025 09:18:01 AM,03/25/2025 09:18:01 AM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,25076791,"E 8TH AVE/MILL ST, EUG",6,,03/25/2025
,03/25/2025 09:07:44 AM,03/25/2025 09:07:44 AM,Traffic Stop,FIELD INVESTIGATION,25076781,"MARTIN LUTHER KING JR BLVD/COBURG RD, EUG",6,,03/25/2025
,03/25/2025 08:52:54 AM,03/25/2025 08:58:07 AM,Unauthorized Use of Vehicle,REPORT TAKEN,25076774,"1417 W 8TH AVE, EUG",3,2504760,03/25/2025
,03/25/2025 08:48:25 AM,,Unauthorized Use of Vehicle,REPORT TAKEN,25076770,"1030 W 12TH AVE, EUG",3,2504758,03/25/2025
,03/25/2025 08:43:03 AM,03/25/2025 08:45:19 AM,Criminal Trespass,ADVISED,25076766,"1397 WILLAMETTE ST, EUG",4,,03/25/2025
,03/25/2025 08:43:02 AM,03/25/2025 08:55:01 AM,Theft from Vehicle,INFORMATION ONLY,25076765,"943 WASHINGTON ST, EUG",3,,03/25/2025
,03/25/2025 08:40:09 AM,03/25/2025 08:52:09 AM,Traffic Hazard,ARREST,25076762,"4048-BLK W 1ST AVE, EUG",3,2504759,03/25/2025
,03/25/2025 08:39:55 AM,,Assist Public Works,ARREST,25076761,"100-BLK HWY 99N, EUG",P,2504756,03/25/2025
,03/25/2025 08:37:27 AM,03/25/2025 09:01:35 AM,Criminal Trespass,ARREST,25076759,"330 W 7TH AVE, EUG",4,2504762,03/25/2025
,03/25/2025 08:35:57 AM,,Fraud,REPORT TAKEN,25076758,"1190 W 26TH AVE, EUG",P,2504755,03/25/2025
,03/25/2025 08:26:59 AM,03/25/2025 08:26:59 AM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,25076751,"W 7TH AVE/GRANT ST, EUG",6,2504754,03/25/2025
,03/25/2025 08:25:06 AM,03/25/2025 08:31:17 AM,Suspicious Condition(s),UNABLE TO LOCATE,25076749,"1295 W 18TH AVE, EUG",3,,03/25/2025
,03/25/2025 08:24:28 AM,03/25/2025 08:24:28 AM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,25076747,"BELTLINE EB/NORTHWEST EXPRESSWAY, EUG",6,,03/25/2025
,03/25/2025 08:18:12 AM,03/25/2025 08:18:12 AM,Traffic Stop,FIELD INVESTIGATION,25076741,"W 25TH AVE/PIERCE ST, EUG",6,,03/25/2025
,03/25/2025 08:17:45 AM,03/25/2025 08:17:46 AM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,25076740,"20 COBURG RD, EUG",6,,03/25/2025
,03/25/2025 08:11:23 AM,03/25/2025 08:11:23 AM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,25076733,"BELTLINE EB/BARGER DR, EUG",6,,03/25/2025
,03/25/2025 08:09:46 AM,03/25/2025 09:50:54 AM,Illegal Camping,PATROL CHECK,25076732,"4000-BLK STEWART RD, EUG",5,,03/25/2025
