Event Number,Agency,Dispatch Time,Area,Location,City,Description,Date
24078932,MTRO,16:53:42,5SPR,1460 G ST,SPR,MEDICAL RESPONSE,2024-03-25
24078933,MTRO,16:54:44,4EUG,3360 OXBOW WAY,EUG,MEDICAL RESPONSE,2024-03-25
24078935,MTRO,16:56:38,4EUG,425 ALEXANDER LP,EUG,MEDICAL RESPONSE,2024-03-25
24078938,MTRO,17:02:50,4EUG,780 HWY 99N,EUG,MEDICAL RESPONSE,2024-03-25
24078945,MTRO,17:05:17,4RIR,111 ARBOR DR,EUG,MEDICAL RESPONSE,2024-03-25
24078954,MTRO,17:22:17,4EUG,W 6TH AVE/POLK ST,EUG,MOTOR VEH ACC UNKNOWN INJ,2024-03-25
24078961,RFD,17:25:47,4LFA,MCBETH RD/SVARVERUD RD,EUG,MOTOR VEH ACC UNKNOWN INJ,2024-03-25
24078963,MTRO,17:25:48,4LFA,MCBETH RD/SVARVERUD RD,EUG,MOTOR VEH ACC UNKNOWN INJ,2024-03-25
24078965,MTRO,17:32:44,4EUG,2588 RIDGEMONT DR,EUG,MEDICAL RESPONSE,2024-03-25
24078969,MTRO,17:35:47,4EUG,1201 MCLEAN BLVD,EUG,MEDICAL RESPONSE,2024-03-25
24078973,MTRO,17:40:22,4EUG,1002-BLK GRANT ST,EUG,MEDICAL RESPONSE,2024-03-25
24078979,MTRO,17:46:06,4EUG,BAILEY HILL RD/W 11TH AVE,EUG,MEDICAL RESPONSE,2024-03-25
24078982,MTRO,17:52:46,4EUG,450 HWY 99N,EUG,MEDICAL RESPONSE,2024-03-25
24078984,MTRO,17:54:34,4EUG,1435 E BRIARCLIFF LN,EUG,MEDICAL RESPONSE,2024-03-25
24078991,MTRO,18:03:51,5SPR,3585 CHEROKEE DR,SPR,MEDICAL RESPONSE,2024-03-25
24078996,MTRO,18:10:54,4EUG,360 W 28TH AVE,EUG,MEDICAL RESPONSE,2024-03-25
24078995,RFD,18:11:13,6SOL,1500 VILLAGE DR,COT,MEDICAL RESPONSE,2024-03-25
24079014,RFD,18:31:24,6SOL,935 ARTHUR AVE,COT,MEDICAL RESPONSE,2024-03-25
24079011,MTRO,18:31:28,4EUG,950 ARCADIA DR,EUG,MEDICAL RESPONSE,2024-03-25
24079012,MTRO,18:32:01,4EUG,4582 CAMBON ST,EUG,MEDICAL RESPONSE,2024-03-25
24079016,RFD,18:40:05,6SOL,808 N 10TH ST,COT,MEDICAL RESPONSE,2024-03-25
24079021,RFD,18:48:40,6SOL,33995 WALNUT LN,CRE,MEDICAL RESPONSE,2024-03-25
24079024,MTRO,18:48:41,6SOL,33995 WALNUT LN,CRE,MEDICAL RESPONSE,2024-03-25
24079022,MTRO,18:51:20,4EUG,1190 CITY VIEW ST,EUG,MEDICAL RESPONSE,2024-03-25
24079028,MTRO,19:02:15,4EUG,2525 CAL YOUNG RD,EUG,MEDICAL RESPONSE,2024-03-25
24079029,MTRO,19:04:38,4EUG,2010 LAKE SHORE DR,EUG,MEDICAL RESPONSE,2024-03-25
24079033,MTRO,19:09:51,4EUG,76 W 29TH AVE,EUG,MEDICAL RESPONSE,2024-03-25
24079039,MTRO,19:13:31,4EUG,1166 E 28TH AVE,EUG,MEDICAL RESPONSE,2024-03-25
24079044,MTRO,19:20:09,4EUG,1805 GARDEN AVE,EUG,MEDICAL RESPONSE,2024-03-25
24079045,MTRO,19:22:17,4EUG,3451 VAN BUREN ST,EUG,MEDICAL RESPONSE,2024-03-25
24079055,MTRO,19:32:01,4LFU,4747 WENDOVER ST,EUG,MEDICAL RESPONSE,2024-03-25
24079061,MTRO,19:39:44,5WLS,3120 GAME FARM RD,SPR,MEDICAL RESPONSE,2024-03-25
24079078,RFD,20:07:46,4LFU,3015 DALEWOOD ST,EUG,MEDICAL RESPONSE,2024-03-25
24079081,MTRO,20:07:46,4LFU,3015 DALEWOOD ST,EUG,MEDICAL RESPONSE,2024-03-25
24079083,MTRO,20:11:43,4EUG,2085 NORWOOD ST,EUG,MEDICAL RESPONSE,2024-03-25
24079088,MTRO,20:16:26,5SPR,2182 FIRESIDE CT,SPR,MEDICAL RESPONSE,2024-03-25
24079095,RFD,20:21:25,4EUG,2465 LANSDOWN RD,EUG,MEDICAL RESPONSE,2024-03-25
24079097,MTRO,20:24:23,5SPR,400 S 32ND ST,SPR,MEDICAL RESPONSE,2024-03-25
24079098,MTRO,20:26:01,4EUG,5494 ANDREA AVE,EUG,MEDICAL RESPONSE,2024-03-25
24079107,RFD,20:43:15,4LFU,3225 TILDEN ST,EUG,MEDICAL RESPONSE,2024-03-25
24079112,RFD,20:46:48,4EUG,732 IMPALA AVE,EUG,MEDICAL RESPONSE,2024-03-25
24079110,MTRO,20:46:49,4EUG,732 IMPALA AVE,EUG,MEDICAL RESPONSE,2024-03-25
24079113,RFD,20:49:53,6SOL,14 N 16TH ST,COT,FLUE FIRE,2024-03-25
24079111,MTRO,20:53:46,4WLE,3850 COUNTY FARM RD,EUG,ILLEGAL BURNING,2024-03-25
24079117,RFD,20:56:58,5MKF,37280 CAMP CREEK RD,SPR,MEDICAL RESPONSE,2024-03-25
24079120,MTRO,20:57:00,5MKF,37280 CAMP CREEK RD,SPR,MEDICAL RESPONSE,2024-03-25
24079118,MTRO,20:58:11,4EUG,2300 WARREN ST,EUG,MEDICAL RESPONSE,2024-03-25
24079137,MTRO,21:33:39,4EUG,1459 CITY VIEW ST,EUG,DROWNING,2024-03-25
24079138,MTRO,21:34:29,4EUG,2392 WILSON DR,EUG,MEDICAL RESPONSE,2024-03-25
24079152,MTRO,21:55:32,4EUG,2360 CHAMBERS ST,EUG,MEDICAL RESPONSE,2024-03-25
24079157,MTRO,22:19:20,4EUG,2664 ARNOLD AVE,EUG,MEDICAL RESPONSE,2024-03-25
24079178,MTRO,22:51:52,5SPR,811 RIVER KNOLL WAY,SPR,MEDICAL RESPONSE,2024-03-25
24079179,MTRO,22:52:35,4EUG,3760 N CLAREY ST,EUG,MEDICAL RESPONSE,2024-03-25
24079188,MTRO,23:09:55,4EUG,4415 PEARL ST,EUG,MEDICAL RESPONSE,2024-03-25
24079195,MTRO,23:25:00,4EUG,1150 W 11TH AVE,EUG,MEDICAL RESPONSE,2024-03-25
24079202,MTRO,23:41:55,4EUG,SENECA RD/N SENECA RD,EUG,ACCIDENT BIKE,2024-03-25
24079224,RFD,00:24:16,8HAF,525 S 6TH ST,HAR,MEDICAL RESPONSE,2024-03-26
24079227,MTRO,00:30:59,4EUG,101 W 5TH AVE,EUG,ASSIST POLICE,2024-03-26
24079231,RFD,00:33:29,8LFA,87424 HALDERSON RD,EUG,MEDICAL RESPONSE,2024-03-26
24079235,MTRO,00:38:42,4EUG,1800 LAKEWOOD CT,EUG,MEDICAL RESPONSE,2024-03-26
24079243,MTRO,01:15:10,4EUG,1699 N TERRY ST,EUG,MEDICAL RESPONSE,2024-03-26
24079248,MTRO,01:17:05,4EUG,1735 ADKINS ST,EUG,MEDICAL RESPONSE,2024-03-26
24079263,MTRO,01:40:03,4EUG,2315 MARTIN LUTHER KING JR BLVD,EUG,MEDICAL RESPONSE,2024-03-26
24079266,MTRO,01:55:13,4RIR,310 HATTON AVE,EUG,MEDICAL RESPONSE,2024-03-26
24079269,MTRO,01:57:36,5SPR,5335 DAISY ST,SPR,MEDICAL RESPONSE,2024-03-26
24079271,MTRO,02:07:57,4EUG,BARGER DR/PRIMROSE ST,EUG,ASSAULT WITH INJURY,2024-03-26
24079271,MTRO,02:07:57,4EUG,BARGER DR/PRIMROSE ST,EUG,MEDICAL RESPONSE,2024-03-26
24079276,RFD,02:33:54,5MKF,MCKENZIE HWY/MP18,SPR,MOTOR VEH ACC UNKNOWN INJ,2024-03-26
24079279,MTRO,02:33:54,5MKF,MCKENZIE HWY/MP18,SPR,MOTOR VEH ACC UNKNOWN INJ,2024-03-26
24079280,MTRO,02:41:37,4EUG,1825 HARRIS ST,EUG,MEDICAL RESPONSE,2024-03-26
24079283,MTRO,02:44:47,4EUG,579 COBURG RD,EUG,MEDICAL RESPONSE,2024-03-26
24079291,MTRO,03:01:19,4EUG,605 W 4TH AVE,EUG,ASSIST CAHOOTS,2024-03-26
24079292,MTRO,03:03:45,4EUG,1071 FAIRFIELD AVE,EUG,MEDICAL RESPONSE,2024-03-26
24079296,RFD,03:24:50,6SOL,37869 ROW RIVER RD,DOR,MEDICAL RESPONSE,2024-03-26
24079299,RFD,03:35:40,5DEF,38965 DEXTER RD,DEX,MEDICAL RESPONSE,2024-03-26
24079300,MTRO,03:35:41,5DEF,38965 DEXTER RD,DEX,MEDICAL RESPONSE,2024-03-26
24079305,MTRO,03:57:56,4EUG,1970 PARLIAMENT ST,EUG,MEDICAL RESPONSE,2024-03-26
24079306,MTRO,04:29:00,4EUG,99 E BROADWAY,EUG,TRASH BIN FIRE,2024-03-26
24079311,MTRO,04:32:00,4EUG,1982 LAKE ISLE DR,EUG,MEDICAL RESPONSE,2024-03-26
24079310,MTRO,05:23:23,5SPR,406 4TH ST,SPR,MEDICAL RESPONSE,2024-03-26
24079312,RFD,05:35:44,6SOL,1500 VILLAGE DR,COT,MEDICAL RESPONSE,2024-03-26
24079322,RFD,06:35:39,8LFA,25205 LAMB RD,ELM,MEDICAL RESPONSE,2024-03-26
24079326,MTRO,06:47:16,4EUG,3323 FILLMORE ST,EUG,MEDICAL RESPONSE,2024-03-26
24079332,MTRO,07:00:38,4EUG,1009 PATTERSON ST,EUG,FIRE ALARM,2024-03-26
24079325,RFD,07:04:35,5LWF,340 E MAIN ST,LOW,ASSAULT WITH INJURY,2024-03-26
24079325,RFD,07:04:35,5LWF,340 E MAIN ST,LOW,MEDICAL RESPONSE,2024-03-26
24079335,MTRO,07:10:42,4EUG,1221 COBURG RD,EUG,MEDICAL RESPONSE,2024-03-26
24079349,MTRO,07:47:04,4EUG,175 S GARDEN WAY,EUG,MEDICAL RESPONSE,2024-03-26
24079352,MTRO,07:52:12,4LFU,331 LIMERICK AVE,EUG,MEDICAL RESPONSE,2024-03-26
24079357,MTRO,08:02:31,4EUG,2505 JEPPESEN ACRES RD,EUG,MEDICAL RESPONSE,2024-03-26
24079365,RFD,08:12:02,4LFA,29768 LUSK RD,EUG,MEDICAL RESPONSE,2024-03-26
24079368,MTRO,08:12:02,4LFA,29768 LUSK RD,EUG,MEDICAL RESPONSE,2024-03-26
24079364,RFD,08:12:29,6SOL,700 N MILL ST,CRE,MEDICAL RESPONSE,2024-03-26
24079376,MTRO,08:25:00,4EUG,4675 GOODPASTURE LP,EUG,MEDICAL RESPONSE,2024-03-26
24079377,MTRO,08:25:44,4EUG,1552 HAPPY LN,EUG,MEDICAL RESPONSE,2024-03-26
24079381,MTRO,08:27:26,4EUG,178 COMMONS DR,EUG,MEDICAL RESPONSE,2024-03-26
24079384,MTRO,08:35:17,5SPR,711 MILL ST,SPR,MEDICAL RESPONSE,2024-03-26
24079386,MTRO,08:38:57,4EUG,2682 MADISON ST,EUG,MEDICAL RESPONSE,2024-03-26
24079397,RFD,08:52:31,8JCF,500 E 6TH AVE,JUN,MEDICAL RESPONSE,2024-03-26
24079398,MTRO,08:53:56,5SPR,712 4TH ST,SPR,MEDICAL RESPONSE,2024-03-26
24079400,RFD,08:59:17,8LFA,87545 BIGGS RD,VEN,MEDICAL RESPONSE,2024-03-26
24079416,MTRO,09:15:45,4EUG,2762 WILLAKENZIE RD,EUG,MEDICAL RESPONSE,2024-03-26
24079418,MTRO,09:16:59,4EUG,255 HIGH ST,EUG,MEDICAL RESPONSE,2024-03-26
24079423,MTRO,09:21:55,5SPR,3005 FRANKLIN BLVD,EUG,MEDICAL RESPONSE,2024-03-26
24079426,MTRO,09:23:54,5SPR,721 CITY VIEW BLVD,SPR,CARBON MONOXIDE ALARM,2024-03-26
24079425,MTRO,09:24:26,5GLW,3998 FRANKLIN BLVD,EUG,MEDICAL RESPONSE,2024-03-26
24079432,MTRO,09:35:05,4EUG,4742 HONEYCOMB DR,EUG,CARBON MONOXIDE ALARM,2024-03-26
24079434,RFD,09:39:39,5DEF,38965 DEXTER RD,DEX,MEDICAL RESPONSE,2024-03-26
24079435,MTRO,09:39:40,5DEF,38965 DEXTER RD,DEX,MEDICAL RESPONSE,2024-03-26
24079444,MTRO,09:52:08,4EUG,1400 VALLEY RIVER DR,EUG,MEDICAL RESPONSE,2024-03-26
24079448,MTRO,09:56:19,4EUG,2137 EASTWOOD LN,EUG,MEDICAL RESPONSE,2024-03-26
24079449,MTRO,09:58:40,4EUG,10 COBURG RD,EUG,MEDICAL RESPONSE,2024-03-26
24079454,MTRO,10:03:48,4EUG,3870 ELMIRA RD,EUG,MEDICAL RESPONSE,2024-03-26
24079458,RFD,10:07:10,8LFA,88132 9TH ST,VEN,MEDICAL RESPONSE,2024-03-26
24079460,MTRO,10:09:10,4EUG,1835 W 28TH AVE,EUG,MEDICAL RESPONSE,2024-03-26
24079465,MTRO,10:12:46,5SPR,1003 54TH ST,SPR,MEDICAL RESPONSE,2024-03-26
24079467,MTRO,10:13:39,4LFU,2056 N PARK AVE,EUG,MEDICAL RESPONSE,2024-03-26
24079476,MTRO,10:25:58,4EUG,199 W 8TH AVE,EUG,MEDICAL RESPONSE,2024-03-26
24079477,MTRO,10:29:04,4EUG,S GARDEN WAY/COMMONS DR,EUG,MEDICAL RESPONSE,2024-03-26
24079488,MTRO,10:36:07,4EUG,5030 W PORT ST,EUG,MEDICAL RESPONSE,2024-03-26
24079489,RFD,10:37:23,8JCF,95835 HWY 99E,HAR,MEDICAL RESPONSE,2024-03-26
24079490,MTRO,10:41:18,4EUG,4127 W 18TH AVE,EUG,MEDICAL RESPONSE,2024-03-26
24079497,RFD,10:51:22,8JCF,1180 IVY ST,JUN,FIRE ALARM,2024-03-26
24079499,RFD,10:52:06,5MVF,38497 WENDLING RD,MAR,FIRE ALARM,2024-03-26
24079508,MTRO,11:04:42,4EUG,2440 WILLAKENZIE RD,EUG,MEDICAL RESPONSE,2024-03-26
24079516,MTRO,11:11:02,4EUG,4857 LARKWOOD ST,EUG,MEDICAL RESPONSE,2024-03-26
24079519,MTRO,11:14:26,5SPR,4181 E ST,SPR,FIRE ALARM,2024-03-26
24079524,RFD,11:30:21,8LFA,88050 TERRITORIAL RD,VEN,MEDICAL RESPONSE,2024-03-26
24079546,RFD,11:52:27,6SOL,S 6TH ST/GODDARD LN,COT,SMOKE FROM A STRUCTURE,2024-03-26
24079548,RFD,11:53:00,4EUG,90 HOYT AVE,EUG,MEDICAL RESPONSE,2024-03-26
24079542,MTRO,11:53:00,4EUG,90 HOYT AVE,EUG,MEDICAL RESPONSE,2024-03-26
24079551,MTRO,11:57:38,4EUG,1748 POLK ST,EUG,MEDICAL RESPONSE,2024-03-26
24079553,RFD,11:57:51,4EUG,1748 POLK ST,EUG,MEDICAL RESPONSE,2024-03-26
24079543,RFD,11:58:48,6SOL,1500 VILLAGE DR,COT,MEDICAL RESPONSE,2024-03-26
24079559,RFD,12:07:29,6SOL,515 GRANT AVE,COT,MEDICAL RESPONSE,2024-03-26
24079565,MTRO,12:13:05,4EUG,4060 W AMAZON DR,EUG,MEDICAL RESPONSE,2024-03-26
24079569,MTRO,12:23:07,4EUG,1656 W BROADWAY,EUG,MEDICAL RESPONSE,2024-03-26
24079576,RFD,12:28:51,8LFA,23175 WOLF CREEK RD,VEN,MEDICAL RESPONSE,2024-03-26
24079577,MTRO,12:29:05,4EUG,3700 BABCOCK LN,EUG,MEDICAL RESPONSE,2024-03-26
24079589,MTRO,12:42:24,5SPR,376 S 58TH ST,SPR,MEDICAL RESPONSE,2024-03-26
24079590,MTRO,12:44:02,4EUG,450 HWY 99N,EUG,MEDICAL RESPONSE,2024-03-26
24079596,MTRO,12:47:26,4EUG,1202 JACOBS DR,EUG,MEDICAL RESPONSE,2024-03-26
24079600,MTRO,12:54:54,4EUG,1875 W 11TH AVE,EUG,MEDICAL RESPONSE,2024-03-26
24079609,MTRO,13:03:51,5SPR,886 OLD ORCHARD LN,SPR,MEDICAL RESPONSE,2024-03-26
24079612,RFD,13:05:08,8JCF,W 4TH AVE/FRONT ST,JUN,MEDICAL RESPONSE,2024-03-26
24079611,MTRO,13:07:06,4EUG,950 ARCADIA DR,EUG,MEDICAL RESPONSE,2024-03-26
24079615,RFD,13:11:55,8LFA,26054 VISTA DR,VEN,MEDICAL RESPONSE,2024-03-26
24079617,MTRO,13:15:01,4EUG,111 SHELTON MCMURPHEY BLVD,EUG,MEDICAL RESPONSE,2024-03-26
24079638,MTRO,13:35:06,4EUG,1542 W 1ST AVE,EUG,MEDICAL RESPONSE,2024-03-26
24079640,MTRO,13:36:23,4EUG,3700 BABCOCK LN,EUG,MEDICAL RESPONSE,2024-03-26
24079648,RFD,13:44:07,6SOL,735 S 2ND ST,CRE,MEDICAL RESPONSE,2024-03-26
24079658,RFD,13:56:24,6SOL,94 N 10TH ST,CRE,MEDICAL RESPONSE,2024-03-26
24079659,MTRO,13:56:53,4EUG,227 CHIMNEY ROCK LN,EUG,MEDICAL RESPONSE,2024-03-26
24079662,RFD,13:56:53,4EUG,227 CHIMNEY ROCK LN,EUG,MEDICAL RESPONSE,2024-03-26
24079665,MTRO,14:04:30,4EUG,2343 DALE AVE,EUG,MEDICAL RESPONSE,2024-03-26
24079669,MTRO,14:07:59,4EUG,1675 W 18TH AVE,EUG,MEDICAL RESPONSE,2024-03-26
24079678,RFD,14:19:57,5MKF,THURSTON RD/MCKENZIE HWY,SPR,MOTOR VEH ACC UNKNOWN INJ,2024-03-26
24079682,MTRO,14:19:58,5MKF,THURSTON RD/MCKENZIE HWY,SPR,MOTOR VEH ACC UNKNOWN INJ,2024-03-26
24079683,MTRO,14:22:29,4EUG,317 SPYGLASS DR,EUG,MEDICAL RESPONSE,2024-03-26
24079684,MTRO,14:23:50,4EUG,4800 BARGER DR,EUG,MEDICAL RESPONSE,2024-03-26
24079688,MTRO,14:28:42,4EUG,1400 CANDLELIGHT DR,EUG,MEDICAL RESPONSE,2024-03-26
24079694,MTRO,14:36:44,5SPR,1651 CENTENNIAL BLVD,SPR,MEDICAL RESPONSE,2024-03-26
24079699,RFD,14:39:50,5MKF,8986 THURSTON RD,SPR,MOTOR VEH ACC INJURY,2024-03-26
24079701,MTRO,14:39:50,5MKF,8986 THURSTON RD,SPR,MOTOR VEH ACC INJURY,2024-03-26
24079703,RFD,14:42:53,8JCF,92965 HWY 99S,JUN,MEDICAL RESPONSE,2024-03-26
24079710,RFD,14:53:21,6SOL,81466 DAVISSON RD,CRE,MEDICAL RESPONSE,2024-03-26
24079714,MTRO,14:53:57,4LFU,3086 MEMORY LN,EUG,MEDICAL RESPONSE,2024-03-26
24079712,RFD,14:53:58,4LFU,3086 MEMORY LN,EUG,MEDICAL RESPONSE,2024-03-26
24079732,MTRO,15:09:54,5HAF,21196 I5 NB,HAR,ASSIST POLICE,2024-03-26
24079743,MTRO,15:26:55,4EUG,1027 GAS LAMP ST,EUG,MEDICAL RESPONSE,2024-03-26
24079744,MTRO,15:27:26,4EUG,655 GOODPASTURE ISLAND RD,EUG,MEDICAL RESPONSE,2024-03-26
24079753,MTRO,15:39:49,4EUG,255 HIGH ST,EUG,MEDICAL RESPONSE,2024-03-26
24079757,MTRO,15:43:01,4EUG,50 KOURT DR,EUG,ASSIST POLICE,2024-03-26
24079762,RFD,15:47:03,8JCF,94100 OAKLEA DR,JUN,MEDICAL RESPONSE,2024-03-26
24079769,MTRO,15:48:31,5SPR,HAYDEN BRIDGE WAY/MARTIN LUTHER KING JR PKWY,SPR,MOTOR VEH ACC NO INJURY,2024-03-26
24079764,MTRO,15:48:38,4EUG,201 RIVER AVE,EUG,MEDICAL RESPONSE,2024-03-26
24079759,MTRO,15:50:50,4EUG,255 HIGH ST,EUG,MEDICAL RESPONSE,2024-03-26
24079774,MTRO,15:59:11,4EUG,E 13TH AVE/HILYARD ST,EUG,MEDICAL RESPONSE,2024-03-26
24079775,MTRO,16:00:32,4WLE,3950 COBURG RD,EUG,MEDICAL RESPONSE,2024-03-26
24079785,MTRO,16:03:42,4EUG,1525 ECHO HOLLOW RD,EUG,FIRE ALARM,2024-03-26
24079784,MTRO,16:04:25,4EUG,222 W 11TH AVE,EUG,MEDICAL RESPONSE,2024-03-26
24079796,RFD,16:18:11,8LFA,25755 JEANS RD,VEN,MEDICAL RESPONSE,2024-03-26
24079797,MTRO,16:18:38,4EUG,299 E 11TH AVE,EUG,SMOKE FROM A STRUCTURE,2024-03-26
24079799,MTRO,16:21:57,4EUG,1195 CITY VIEW ST,EUG,MEDICAL RESPONSE,2024-03-26
24079798,MTRO,16:22:32,4EUG,938 JEFFERSON ST,EUG,MEDICAL RESPONSE,2024-03-26
24079804,RFD,16:33:13,4CBF,32451 COBURG BOTTOM LOOP RD,EUG,MEDICAL RESPONSE,2024-03-26
24079807,MTRO,16:33:13,4CBF,32451 COBURG BOTTOM LOOP RD,EUG,MEDICAL RESPONSE,2024-03-26
24079815,MTRO,16:41:10,5SPR,2039 G ST,SPR,MEDICAL RESPONSE,2024-03-26
24079818,MTRO,16:48:08,5SPR,583 RIVER HILLS DR,SPR,PUBLIC ASSIST- FIRE/EMS,2024-03-26
24079822,RFD,16:50:17,8LFA,88931 LOIS LN,ELM,MEDICAL RESPONSE,2024-03-26
24079826,MTRO,16:52:36,4EUG,795 HWY 99N,EUG,MEDICAL RESPONSE,2024-03-26
24079832,MTRO,17:03:44,4EUG,4055 ROYAL AVE,EUG,MEDICAL RESPONSE,2024-03-26
24079833,MTRO,17:04:15,4EUG,211 E 7TH AVE,EUG,MEDICAL RESPONSE,2024-03-26
24079843,RFD,17:13:31,6SOL,1515 VILLAGE DR,COT,MEDICAL RESPONSE,2024-03-26
24079844,MTRO,17:15:58,4EUG,4210 W 7TH AVE,EUG,MEDICAL RESPONSE,2024-03-26
24079851,MTRO,17:24:36,4EUG,959 FRANKLIN BLVD,EUG,ELEVATOR NON-EMERGENCY,2024-03-26
24079859,RFD,17:31:02,5PGG,E 30TH AVE/MCVAY HWY,EUG,MOTOR VEH ACC NO INJURY,2024-03-26
24079862,MTRO,17:32:21,4ZUM,CROW RD/OAK HILL DR,EUG,ASSIST POLICE,2024-03-26
24079868,MTRO,17:38:08,5SPR,1707 I ST,SPR,MEDICAL RESPONSE,2024-03-26
24079865,MTRO,17:39:56,4EUG,2788 RIVER RD,EUG,ASSAULT WITH INJURY,2024-03-26
24079865,MTRO,17:39:56,4EUG,2788 RIVER RD,EUG,MEDICAL RESPONSE,2024-03-26
24079871,MTRO,17:40:38,5SPR,1887 PIONEER PARKWAY EAST,SPR,MEDICAL RESPONSE,2024-03-26
24079874,MTRO,17:44:40,5SPR,2730 GATEWAY ST,SPR,MEDICAL RESPONSE,2024-03-26
24079883,RFD,17:58:07,6SOL,1515 VILLAGE DR,COT,MEDICAL RESPONSE,2024-03-26
24079888,MTRO,18:04:29,4EUG,2788 RIVER RD,EUG,ASSAULT WITH INJURY,2024-03-26
24079888,MTRO,18:04:29,4EUG,2788 RIVER RD,EUG,MEDICAL RESPONSE,2024-03-26
24079889,MTRO,18:06:11,4EUG,1750 WASHINGTON ST,EUG,MEDICAL RESPONSE,2024-03-26
24079891,MTRO,18:11:30,5SPR,4920 ASTER ST,SPR,MEDICAL RESPONSE,2024-03-26
24079839,RFD,18:15:04,4LFU,60 TERRA LINDA AVE,EUG,MEDICAL RESPONSE,2024-03-26
24079895,MTRO,18:15:05,4LFU,60 TERRA LINDA AVE,EUG,MEDICAL RESPONSE,2024-03-26
24079909,MTRO,18:34:46,5SPR,770 HARLOW RD,SPR,MEDICAL RESPONSE,2024-03-26
24079917,MTRO,18:48:17,4EUG,150 SENECA RD,EUG,FIRE ALARM,2024-03-26
24079918,MTRO,18:48:55,4EUG,3990 DOVE LN,EUG,MEDICAL RESPONSE,2024-03-26
24079919,RFD,18:53:02,4LFU,30560 BEACON DR,JUN,MEDICAL RESPONSE,2024-03-26
24079926,MTRO,19:00:49,4EUG,2130 W 16TH WAY,EUG,MEDICAL RESPONSE,2024-03-26
24079931,RFD,19:11:36,6SOL,1121 W MAIN ST,COT,MEDICAL RESPONSE,2024-03-26
24079932,RFD,19:13:41,8LFA,25157 E BROADWAY AVE,VEN,MEDICAL RESPONSE,2024-03-26
24079933,RFD,19:14:23,8LFA,24954 HUNTER AVE,VEN,MEDICAL RESPONSE,2024-03-26
24079935,MTRO,19:14:23,8LFA,24954 HUNTER AVE,VEN,MEDICAL RESPONSE,2024-03-26
24079937,MTRO,19:15:33,5LWF,38 E MAIN ST,LOW,MEDICAL RESPONSE,2024-03-26
24079934,RFD,19:15:33,5LWF,38 E MAIN ST,LOW,MEDICAL RESPONSE,2024-03-26
24079942,RFD,19:19:18,8LFA,92931 KINSER LN,CHE,MEDICAL RESPONSE,2024-03-26
24079944,MTRO,19:19:19,8LFA,92931 KINSER LN,CHE,MEDICAL RESPONSE,2024-03-26
24079943,MTRO,19:23:15,5SPR,1000 I105 EB,SPR,MOTOR VEH ACC UNKNOWN INJ,2024-03-26
24079957,RFD,19:48:28,8JCF,500 E 6TH AVE,JUN,MEDICAL RESPONSE,2024-03-26
24079960,MTRO,19:48:29,8JCF,500 E 6TH AVE,JUN,MEDICAL RESPONSE,2024-03-26
24079964,MTRO,19:52:56,8HAF,895 TERRITORIAL ST,HAR,MEDICAL RESPONSE,2024-03-26
24079967,MTRO,20:02:52,5SPR,604 CLOVERLEAF LP,SPR,MEDICAL RESPONSE,2024-03-26
24079978,MTRO,20:21:41,4EUG,2518 CLEVELAND ST,EUG,ASSIST POLICE,2024-03-26
24079989,MTRO,20:35:06,4EUG,3500 HILYARD ST,EUG,MEDICAL RESPONSE,2024-03-26
24079994,RFD,20:36:40,6SOL,1515 VILLAGE DR,COT,MEDICAL RESPONSE,2024-03-26
24079996,MTRO,20:40:10,4EUG,1888 HARRIS ST,EUG,MEDICAL RESPONSE,2024-03-26
24079998,MTRO,20:41:00,4EUG,2427 RIVERVIEW ST,EUG,MEDICAL RESPONSE,2024-03-26
24080000,MTRO,20:44:56,5SPR,3472 WATER MARK DR,SPR,MEDICAL RESPONSE,2024-03-26
24079990,RFD,20:57:49,5PGP,85961 EDENVALE RD,PLE,ASSIST POLICE,2024-03-26
24080009,MTRO,20:57:50,5PGP,85961 EDENVALE RD,PLE,ASSIST POLICE,2024-03-26
24080011,MTRO,21:00:58,4EUG,495 W 7TH AVE,EUG,MEDICAL RESPONSE,2024-03-26
24080013,RFD,21:33:53,6SOL,1515 VILLAGE DR,COT,MEDICAL RESPONSE,2024-03-26
24080031,MTRO,21:39:17,4EUG,2040 BERWIN LN,EUG,MEDICAL RESPONSE,2024-03-26
24080040,RFD,21:58:05,8LFA,1866 PRAIRIE RD,EUG,MEDICAL RESPONSE,2024-03-26
24080045,RFD,22:13:03,8LFA,25821 WOLF CREEK RD,VEN,MEDICAL RESPONSE,2024-03-26
24080050,MTRO,22:24:54,5SPR,136 U ST,SPR,MEDICAL RESPONSE,2024-03-26
24080052,MTRO,22:26:30,4EUG,3870 ELMIRA RD,EUG,MEDICAL RESPONSE,2024-03-26
24080064,MTRO,22:54:49,4EUG,W 14TH AVE/OLIVE ST,EUG,MEDICAL RESPONSE,2024-03-26
24080067,RFD,22:55:24,6SOL,224 N 12TH ST,COT,MEDICAL RESPONSE,2024-03-26
24080065,MTRO,22:56:05,5SPR,3491 GAME FARM RD,SPR,MEDICAL RESPONSE,2024-03-26
24080066,MTRO,23:01:21,5SPR,2152 MARCOLA RD,SPR,ASSAULT WITH INJURY,2024-03-26
24080066,MTRO,23:01:21,5SPR,2152 MARCOLA RD,SPR,MEDICAL RESPONSE,2024-03-26
24080087,MTRO,23:39:22,4EUG,338 HWY 99N,EUG,MEDICAL RESPONSE,2024-03-26
